station,datetime,obs_type,obs_value,TMAX_F,datetime_dt,year
CA006158350,18641203,TMAX,10.0,50.0,1864-12-03,1864
UK000047811,18640315,TMAX,10.0,50.0,1864-03-15,1864
CA006158350,18641020,TMAX,10.0,50.0,1864-10-20,1864
EIE00101859,18641211,TMAX,10.0,50.0,1864-12-11,1864
EIE00101859,18640301,TMAX,10.0,50.0,1864-03-01,1864
UK000056225,18640304,TMAX,10.0,50.0,1864-03-04,1864
EIE00101859,18641026,TMAX,10.0,50.0,1864-10-26,1864
CA006158350,18640420,TMAX,10.0,50.0,1864-04-20,1864
ASN00090015,18640625,TMAX,10.0,50.0,1864-06-25,1864
EIE00101859,18640330,TMAX,10.0,50.0,1864-03-30,1864
GM000004204,18640310,TMAX,10.0,50.0,1864-03-10,1864
ITE00100554,18641110,TMAX,10.0,50.0,1864-11-10,1864
EIE00101859,18640403,TMAX,10.0,50.0,1864-04-03,1864
EIE00101859,18641101,TMAX,10.0,50.0,1864-11-01,1864
AU000005901,18640124,TMAX,10.0,50.0,1864-01-24,1864
EIE00101859,18641102,TMAX,10.0,50.0,1864-11-02,1864
EIE00101859,18640309,TMAX,10.0,50.0,1864-03-09,1864
EIE00101859,18640131,TMAX,10.0,50.0,1864-01-31,1864
CA006158350,18640408,TMAX,10.0,50.0,1864-04-08,1864
EZE00100082,18640325,TMAX,10.0,50.0,1864-03-25,1864
EIE00101859,18640325,TMAX,10.0,50.0,1864-03-25,1864
EIE00101859,18641023,TMAX,10.0,50.0,1864-10-23,1864
EIE00101859,18641112,TMAX,10.0,50.0,1864-11-12,1864
GME00125218,18641012,TMAX,10.0,50.0,1864-10-12,1864
EIE00101859,18640302,TMAX,10.0,50.0,1864-03-02,1864
EIE00101859,18641115,TMAX,10.0,50.0,1864-11-15,1864
EIE00101859,18640312,TMAX,10.0,50.0,1864-03-12,1864
AGE00135039,18640220,TMAX,10.0,50.0,1864-02-20,1864
EIE00101859,18640212,TMAX,10.0,50.0,1864-02-12,1864
GME00125218,18640412,TMAX,10.0,50.0,1864-04-12,1864
ASN00086071,18640703,TMAX,10.0,50.0,1864-07-03,1864
UK000047811,18640329,TMAX,10.0,50.0,1864-03-29,1864
CA006158350,18641030,TMAX,10.0,50.0,1864-10-30,1864
AGE00135039,18640206,TMAX,10.0,50.0,1864-02-06,1864
EIE00101859,18640216,TMAX,10.0,50.0,1864-02-16,1864
EIE00101859,18640307,TMAX,10.0,50.0,1864-03-07,1864
EIE00101859,18641104,TMAX,10.0,50.0,1864-11-04,1864
GM000004204,18640327,TMAX,10.1,50.18,1864-03-27,1864
GME00125218,18641014,TMAX,10.1,50.18,1864-10-14,1864
ASN00086071,18640702,TMAX,10.1,50.18,1864-07-02,1864
GM000004204,18640526,TMAX,10.1,50.18,1864-05-26,1864
SZ000006717,18640711,TMAX,10.1,50.18,1864-07-11,1864
GM000004204,18640501,TMAX,10.1,50.18,1864-05-01,1864
ASN00086071,18640718,TMAX,10.1,50.18,1864-07-18,1864
GME00125218,18640421,TMAX,10.1,50.18,1864-04-21,1864
BE000006447,18640331,TMAX,10.1,50.18,1864-03-31,1864
ITE00100550,18640417,TMAX,10.1,50.18,1864-04-17,1864
UK000047811,18641114,TMAX,10.1,50.18,1864-11-14,1864
ITE00100550,18641113,TMAX,10.1,50.18,1864-11-13,1864
GM000004204,18640410,TMAX,10.1,50.18,1864-04-10,1864
UK000047811,18641207,TMAX,10.1,50.18,1864-12-07,1864
ITE00100554,18641116,TMAX,10.1,50.18,1864-11-16,1864
UK000056225,18641210,TMAX,10.1,50.18,1864-12-10,1864
ITE00100554,18641128,TMAX,10.2,50.36,1864-11-28,1864
ITE00100554,18641118,TMAX,10.2,50.36,1864-11-18,1864
SZ000006717,18640518,TMAX,10.2,50.36,1864-05-18,1864
UK000047811,18641118,TMAX,10.2,50.36,1864-11-18,1864
SZ000006717,18640810,TMAX,10.2,50.36,1864-08-10,1864
UK000047811,18640212,TMAX,10.2,50.36,1864-02-12,1864
UK000047811,18640214,TMAX,10.2,50.36,1864-02-14,1864
UK000047811,18640325,TMAX,10.2,50.36,1864-03-25,1864
ITE00100554,18640328,TMAX,10.2,50.36,1864-03-28,1864
BE000006447,18640313,TMAX,10.2,50.36,1864-03-13,1864
ASN00086071,18640625,TMAX,10.2,50.36,1864-06-25,1864
UK000047811,18640122,TMAX,10.2,50.36,1864-01-22,1864
UK000047811,18641103,TMAX,10.2,50.36,1864-11-03,1864
BE000006447,18641003,TMAX,10.2,50.36,1864-10-03,1864
GME00125218,18640430,TMAX,10.3,50.540000000000006,1864-04-30,1864
BE000006447,18641114,TMAX,10.3,50.540000000000006,1864-11-14,1864
UK000047811,18640215,TMAX,10.3,50.540000000000006,1864-02-15,1864
ITE00100550,18641105,TMAX,10.3,50.540000000000006,1864-11-05,1864
GM000004204,18640216,TMAX,10.3,50.540000000000006,1864-02-16,1864
GME00125218,18640418,TMAX,10.3,50.540000000000006,1864-04-18,1864
BE000006447,18640122,TMAX,10.3,50.540000000000006,1864-01-22,1864
UK000047811,18640126,TMAX,10.3,50.540000000000006,1864-01-26,1864
GME00125218,18640401,TMAX,10.3,50.540000000000006,1864-04-01,1864
UK000056225,18640323,TMAX,10.3,50.540000000000006,1864-03-23,1864
BE000006447,18640302,TMAX,10.3,50.540000000000006,1864-03-02,1864
GM000004204,18641014,TMAX,10.3,50.540000000000006,1864-10-14,1864
ITE00100550,18640319,TMAX,10.3,50.540000000000006,1864-03-19,1864
UK000047811,18640318,TMAX,10.3,50.540000000000006,1864-03-18,1864
UK000056225,18641113,TMAX,10.4,50.72,1864-11-13,1864
UK000047811,18640127,TMAX,10.4,50.72,1864-01-27,1864
UK000056225,18640213,TMAX,10.4,50.72,1864-02-13,1864
AU000005901,18640421,TMAX,10.4,50.72,1864-04-21,1864
EZE00100082,18641009,TMAX,10.4,50.72,1864-10-09,1864
UK000056225,18641202,TMAX,10.4,50.72,1864-12-02,1864
GM000004204,18640415,TMAX,10.4,50.72,1864-04-15,1864
AU000005901,18640501,TMAX,10.4,50.72,1864-05-01,1864
SZ000006717,18640507,TMAX,10.4,50.72,1864-05-07,1864
GM000004204,18640401,TMAX,10.4,50.72,1864-04-01,1864
ITE00100550,18641128,TMAX,10.4,50.72,1864-11-28,1864
UK000056225,18641121,TMAX,10.4,50.72,1864-11-21,1864
ITE00100554,18640324,TMAX,10.4,50.72,1864-03-24,1864
EZE00100082,18640421,TMAX,10.4,50.72,1864-04-21,1864
BE000006447,18640318,TMAX,10.4,50.72,1864-03-18,1864
AU000005901,18640214,TMAX,10.4,50.72,1864-02-14,1864
UK000056225,18640201,TMAX,10.4,50.72,1864-02-01,1864
ITE00100554,18640318,TMAX,10.5,50.900000000000006,1864-03-18,1864
ITE00100554,18641115,TMAX,10.5,50.900000000000006,1864-11-15,1864
EZE00100082,18640314,TMAX,10.5,50.900000000000006,1864-03-14,1864
ASN00086071,18640809,TMAX,10.5,50.900000000000006,1864-08-09,1864
ITE00100554,18640317,TMAX,10.5,50.900000000000006,1864-03-17,1864
ASN00086071,18640717,TMAX,10.5,50.900000000000006,1864-07-17,1864
SZ000006717,18640702,TMAX,10.5,50.900000000000006,1864-07-02,1864
BE000006447,18640404,TMAX,10.5,50.900000000000006,1864-04-04,1864
GME00125218,18640326,TMAX,10.5,50.900000000000006,1864-03-26,1864
AU000005901,18640413,TMAX,10.5,50.900000000000006,1864-04-13,1864
AGE00135039,18640202,TMAX,10.5,50.900000000000006,1864-02-02,1864
BE000006447,18640301,TMAX,10.5,50.900000000000006,1864-03-01,1864
UK000056225,18641205,TMAX,10.5,50.900000000000006,1864-12-05,1864
UK000056225,18640120,TMAX,10.5,50.900000000000006,1864-01-20,1864
AU000005901,18640311,TMAX,10.5,50.900000000000006,1864-03-11,1864
EZE00100082,18640401,TMAX,10.5,50.900000000000006,1864-04-01,1864
UK000056225,18640126,TMAX,10.5,50.900000000000006,1864-01-26,1864
EZE00100082,18641014,TMAX,10.5,50.900000000000006,1864-10-14,1864
EIE00101859,18641022,TMAX,10.6,51.08,1864-10-22,1864
GM000004204,18640418,TMAX,10.6,51.08,1864-04-18,1864
GM000004204,18640314,TMAX,10.6,51.08,1864-03-14,1864
AU000005901,18640222,TMAX,10.6,51.08,1864-02-22,1864
EIE00101859,18640130,TMAX,10.6,51.08,1864-01-30,1864
CA006158350,18641128,TMAX,10.6,51.08,1864-11-28,1864
EIE00101859,18641212,TMAX,10.6,51.08,1864-12-12,1864
CA006158350,18641025,TMAX,10.6,51.08,1864-10-25,1864
GME00125218,18640307,TMAX,10.6,51.08,1864-03-07,1864
GME00125218,18640526,TMAX,10.6,51.08,1864-05-26,1864
EIE00101859,18640313,TMAX,10.6,51.08,1864-03-13,1864
UK000047811,18641121,TMAX,10.6,51.08,1864-11-21,1864
EIE00101859,18641120,TMAX,10.6,51.08,1864-11-20,1864
ITE00100554,18640319,TMAX,10.6,51.08,1864-03-19,1864
EIE00101859,18641117,TMAX,10.6,51.08,1864-11-17,1864
GME00125218,18640327,TMAX,10.6,51.08,1864-03-27,1864
UK000047811,18641104,TMAX,10.6,51.08,1864-11-04,1864
EIE00101859,18640329,TMAX,10.6,51.08,1864-03-29,1864
EIE00101859,18641123,TMAX,10.6,51.08,1864-11-23,1864
GM000004204,18640330,TMAX,10.6,51.08,1864-03-30,1864
UK000047811,18640402,TMAX,10.6,51.08,1864-04-02,1864
EIE00101859,18640404,TMAX,10.6,51.08,1864-04-04,1864
SZ000006717,18640818,TMAX,10.6,51.08,1864-08-18,1864
EIE00101859,18640310,TMAX,10.6,51.08,1864-03-10,1864
ITE00100554,18641102,TMAX,10.6,51.08,1864-11-02,1864
EIE00101859,18641024,TMAX,10.6,51.08,1864-10-24,1864
GM000004204,18640422,TMAX,10.6,51.08,1864-04-22,1864
ITE00100550,18641103,TMAX,10.6,51.08,1864-11-03,1864
EIE00101859,18641203,TMAX,10.6,51.08,1864-12-03,1864
EIE00101859,18640303,TMAX,10.6,51.08,1864-03-03,1864
BE000006447,18640503,TMAX,10.6,51.08,1864-05-03,1864
GM000004204,18640430,TMAX,10.6,51.08,1864-04-30,1864
EIE00101859,18640213,TMAX,10.6,51.08,1864-02-13,1864
EIE00101859,18641207,TMAX,10.6,51.08,1864-12-07,1864
EIE00101859,18640218,TMAX,10.6,51.08,1864-02-18,1864
CA006158350,18640425,TMAX,10.6,51.08,1864-04-25,1864
CA006158350,18641019,TMAX,10.6,51.08,1864-10-19,1864
BE000006447,18640228,TMAX,10.6,51.08,1864-02-28,1864
CA006158350,18640423,TMAX,10.6,51.08,1864-04-23,1864
CA006158350,18640429,TMAX,10.6,51.08,1864-04-29,1864
EZE00100082,18641011,TMAX,10.7,51.26,1864-10-11,1864
EZE00100082,18641008,TMAX,10.7,51.26,1864-10-08,1864
SZ000006717,18640612,TMAX,10.7,51.26,1864-06-12,1864
UK000047811,18641211,TMAX,10.7,51.26,1864-12-11,1864
ASN00086071,18640818,TMAX,10.7,51.26,1864-08-18,1864
EZE00100082,18640330,TMAX,10.7,51.26,1864-03-30,1864
EZE00100082,18640305,TMAX,10.7,51.26,1864-03-05,1864
UK000056225,18640427,TMAX,10.7,51.26,1864-04-27,1864
EZE00100082,18641010,TMAX,10.7,51.26,1864-10-10,1864
UK000047811,18640131,TMAX,10.7,51.26,1864-01-31,1864
ITE00100554,18641120,TMAX,10.7,51.26,1864-11-20,1864
ITE00100550,18640327,TMAX,10.8,51.44,1864-03-27,1864
GM000004204,18640502,TMAX,10.8,51.44,1864-05-02,1864
ITE00100550,18640306,TMAX,10.8,51.44,1864-03-06,1864
GME00125218,18641011,TMAX,10.8,51.44,1864-10-11,1864
ITE00100554,18640301,TMAX,10.8,51.44,1864-03-01,1864
AU000005901,18641002,TMAX,10.8,51.44,1864-10-02,1864
BE000006447,18640428,TMAX,10.8,51.44,1864-04-28,1864
UK000047811,18640201,TMAX,10.8,51.44,1864-02-01,1864
AU000005901,18641007,TMAX,10.8,51.44,1864-10-07,1864
BE000006447,18640401,TMAX,10.8,51.44,1864-04-01,1864
UK000056225,18640312,TMAX,10.8,51.44,1864-03-12,1864
GME00125218,18640930,TMAX,10.8,51.44,1864-09-30,1864
ITE00100554,18640330,TMAX,10.8,51.44,1864-03-30,1864
ITE00100554,18641113,TMAX,10.8,51.44,1864-11-13,1864
BE000006447,18641029,TMAX,10.8,51.44,1864-10-29,1864
SZ000006717,18640709,TMAX,10.8,51.44,1864-07-09,1864
GM000004204,18640412,TMAX,10.8,51.44,1864-04-12,1864
UK000056225,18640530,TMAX,10.8,51.44,1864-05-30,1864
GM000004204,18640421,TMAX,10.8,51.44,1864-04-21,1864
SZ000006717,18640821,TMAX,10.8,51.44,1864-08-21,1864
AU000005901,18640401,TMAX,10.8,51.44,1864-04-01,1864
UK000047811,18641022,TMAX,10.8,51.44,1864-10-22,1864
ITE00100550,18641122,TMAX,10.9,51.620000000000005,1864-11-22,1864
BE000006447,18640403,TMAX,10.9,51.620000000000005,1864-04-03,1864
SZ000006717,18640831,TMAX,10.9,51.620000000000005,1864-08-31,1864
UK000056225,18640401,TMAX,10.9,51.620000000000005,1864-04-01,1864
GME00125218,18640429,TMAX,10.9,51.620000000000005,1864-04-29,1864
UK000056225,18640406,TMAX,10.9,51.620000000000005,1864-04-06,1864
GM000004204,18640528,TMAX,10.9,51.620000000000005,1864-05-28,1864
ASN00066062,18640621,TMAX,10.9,51.620000000000005,1864-06-21,1864
BE000006447,18640314,TMAX,10.9,51.620000000000005,1864-03-14,1864
SZ000006717,18640713,TMAX,10.9,51.620000000000005,1864-07-13,1864
SZ000006717,18640606,TMAX,10.9,51.620000000000005,1864-06-06,1864
ITE00100550,18640301,TMAX,10.9,51.620000000000005,1864-03-01,1864
AU000005901,18640506,TMAX,10.9,51.620000000000005,1864-05-06,1864
AU000005901,18641029,TMAX,10.9,51.620000000000005,1864-10-29,1864
SZ000006717,18640715,TMAX,11.0,51.8,1864-07-15,1864
EZE00100082,18640310,TMAX,11.0,51.8,1864-03-10,1864
GM000004204,18640506,TMAX,11.0,51.8,1864-05-06,1864
EZE00100082,18640526,TMAX,11.0,51.8,1864-05-26,1864
ITE00100550,18641117,TMAX,11.0,51.8,1864-11-17,1864
AU000005901,18640320,TMAX,11.0,51.8,1864-03-20,1864
ITE00100550,18640321,TMAX,11.0,51.8,1864-03-21,1864
GM000004204,18641012,TMAX,11.0,51.8,1864-10-12,1864
BE000006447,18641015,TMAX,11.0,51.8,1864-10-15,1864
GM000004204,18641011,TMAX,11.0,51.8,1864-10-11,1864
ITE00100554,18640329,TMAX,11.0,51.8,1864-03-29,1864
GM000004204,18641029,TMAX,11.0,51.8,1864-10-29,1864
AGE00135039,18640208,TMAX,11.0,51.8,1864-02-08,1864
AGE00135039,18640201,TMAX,11.0,51.8,1864-02-01,1864
UK000056225,18640305,TMAX,11.0,51.8,1864-03-05,1864
ITE00100554,18641106,TMAX,11.0,51.8,1864-11-06,1864
SZ000006717,18640710,TMAX,11.0,51.8,1864-07-10,1864
SZ000006717,18640703,TMAX,11.0,51.8,1864-07-03,1864
GM000004204,18640305,TMAX,11.0,51.8,1864-03-05,1864
GM000004204,18641008,TMAX,11.0,51.8,1864-10-08,1864
ITE00100550,18640410,TMAX,11.0,51.8,1864-04-10,1864
GME00125218,18641010,TMAX,11.0,51.8,1864-10-10,1864
EIE00101859,18641111,TMAX,11.1,51.980000000000004,1864-11-11,1864
ASN00086071,18640704,TMAX,11.1,51.980000000000004,1864-07-04,1864
CA006158350,18641001,TMAX,11.1,51.980000000000004,1864-10-01,1864
EIE00101859,18641021,TMAX,11.1,51.980000000000004,1864-10-21,1864
SZ000006717,18640718,TMAX,11.1,51.980000000000004,1864-07-18,1864
ASN00086071,18640730,TMAX,11.1,51.980000000000004,1864-07-30,1864
ASN00086071,18640610,TMAX,11.1,51.980000000000004,1864-06-10,1864
EIE00101859,18641107,TMAX,11.1,51.980000000000004,1864-11-07,1864
EIE00101859,18640217,TMAX,11.1,51.980000000000004,1864-02-17,1864
EIE00101859,18640304,TMAX,11.1,51.980000000000004,1864-03-04,1864
GME00125218,18641013,TMAX,11.1,51.980000000000004,1864-10-13,1864
EIE00101859,18641031,TMAX,11.1,51.980000000000004,1864-10-31,1864
EIE00101859,18641025,TMAX,11.1,51.980000000000004,1864-10-25,1864
EIE00101859,18640323,TMAX,11.1,51.980000000000004,1864-03-23,1864
EIE00101859,18641205,TMAX,11.1,51.980000000000004,1864-12-05,1864
EIE00101859,18641027,TMAX,11.1,51.980000000000004,1864-10-27,1864
GM000004204,18640525,TMAX,11.1,51.980000000000004,1864-05-25,1864
UK000056225,18641120,TMAX,11.1,51.980000000000004,1864-11-20,1864
CA006158350,18641028,TMAX,11.1,51.980000000000004,1864-10-28,1864
GM000004204,18641026,TMAX,11.1,51.980000000000004,1864-10-26,1864
CA006158350,18641014,TMAX,11.1,51.980000000000004,1864-10-14,1864
CA006158350,18641011,TMAX,11.1,51.980000000000004,1864-10-11,1864
UK000056225,18641117,TMAX,11.1,51.980000000000004,1864-11-17,1864
BE000006447,18640322,TMAX,11.1,51.980000000000004,1864-03-22,1864
EIE00101859,18640315,TMAX,11.1,51.980000000000004,1864-03-15,1864
GME00125218,18641001,TMAX,11.1,51.980000000000004,1864-10-01,1864
GME00125218,18640315,TMAX,11.1,51.980000000000004,1864-03-15,1864
SZ000006717,18640901,TMAX,11.2,52.16,1864-09-01,1864
EZE00100082,18640306,TMAX,11.2,52.16,1864-03-06,1864
UK000056225,18641003,TMAX,11.2,52.16,1864-10-03,1864
BE000006447,18641002,TMAX,11.2,52.16,1864-10-02,1864
UK000047811,18641128,TMAX,11.2,52.16,1864-11-28,1864
ASN00086071,18640712,TMAX,11.2,52.16,1864-07-12,1864
UK000047811,18641127,TMAX,11.2,52.16,1864-11-27,1864
BE000006447,18640308,TMAX,11.2,52.16,1864-03-08,1864
SZ000006717,18640517,TMAX,11.3,52.34,1864-05-17,1864
GME00125218,18640419,TMAX,11.3,52.34,1864-04-19,1864
EZE00100082,18641012,TMAX,11.3,52.34,1864-10-12,1864
UK000047811,18640320,TMAX,11.3,52.34,1864-03-20,1864
BE000006447,18640324,TMAX,11.3,52.34,1864-03-24,1864
EZE00100082,18640418,TMAX,11.3,52.34,1864-04-18,1864
ITE00100550,18641118,TMAX,11.3,52.34,1864-11-18,1864
UK000056225,18641203,TMAX,11.3,52.34,1864-12-03,1864
UK000047811,18640213,TMAX,11.3,52.34,1864-02-13,1864
GM000004204,18640304,TMAX,11.3,52.34,1864-03-04,1864
UK000047811,18641120,TMAX,11.3,52.34,1864-11-20,1864
UK000056225,18640330,TMAX,11.3,52.34,1864-03-30,1864
UK000047811,18641028,TMAX,11.3,52.34,1864-10-28,1864
AU000005901,18641014,TMAX,11.3,52.34,1864-10-14,1864
BE000006447,18640303,TMAX,11.3,52.34,1864-03-03,1864
ITE00100550,18640329,TMAX,11.3,52.34,1864-03-29,1864
ASN00086071,18640822,TMAX,11.3,52.34,1864-08-22,1864
UK000047811,18641011,TMAX,11.3,52.34,1864-10-11,1864
ITE00100550,18640303,TMAX,11.3,52.34,1864-03-03,1864
EZE00100082,18640527,TMAX,11.3,52.34,1864-05-27,1864
UK000047811,18641113,TMAX,11.3,52.34,1864-11-13,1864
ITE00100550,18641126,TMAX,11.3,52.34,1864-11-26,1864
ITE00100550,18641102,TMAX,11.4,52.519999999999996,1864-11-02,1864
UK000047811,18640405,TMAX,11.4,52.519999999999996,1864-04-05,1864
ITE00100554,18640308,TMAX,11.4,52.519999999999996,1864-03-08,1864
ITE00100554,18641117,TMAX,11.4,52.519999999999996,1864-11-17,1864
UK000047811,18640406,TMAX,11.4,52.519999999999996,1864-04-06,1864
BE000006447,18640309,TMAX,11.4,52.519999999999996,1864-03-09,1864
SZ000006717,18640822,TMAX,11.4,52.519999999999996,1864-08-22,1864
UK000047811,18640313,TMAX,11.4,52.519999999999996,1864-03-13,1864
AGE00135039,18640125,TMAX,11.5,52.7,1864-01-25,1864
ASN00086071,18640611,TMAX,11.5,52.7,1864-06-11,1864
AGE00135039,18640203,TMAX,11.5,52.7,1864-02-03,1864
AGE00135039,18640106,TMAX,11.5,52.7,1864-01-06,1864
AU000005901,18640313,TMAX,11.5,52.7,1864-03-13,1864
AGE00135039,18640204,TMAX,11.5,52.7,1864-02-04,1864
ITE00100550,18641119,TMAX,11.5,52.7,1864-11-19,1864
SZ000006717,18640817,TMAX,11.5,52.7,1864-08-17,1864
BE000006447,18641005,TMAX,11.5,52.7,1864-10-05,1864
ASN00086071,18640716,TMAX,11.5,52.7,1864-07-16,1864
UK000056225,18641119,TMAX,11.6,52.879999999999995,1864-11-19,1864
EZE00100082,18640530,TMAX,11.6,52.879999999999995,1864-05-30,1864
ASN00086071,18640624,TMAX,11.6,52.879999999999995,1864-06-24,1864
UK000047811,18640509,TMAX,11.6,52.879999999999995,1864-05-09,1864
UK000056225,18641118,TMAX,11.6,52.879999999999995,1864-11-18,1864
EZE00100082,18641017,TMAX,11.6,52.879999999999995,1864-10-17,1864
UK000047811,18641105,TMAX,11.6,52.879999999999995,1864-11-05,1864
EZE00100082,18640930,TMAX,11.6,52.879999999999995,1864-09-30,1864
AU000005901,18640322,TMAX,11.6,52.879999999999995,1864-03-22,1864
GME00125218,18640308,TMAX,11.6,52.879999999999995,1864-03-08,1864
SZ000006717,18640816,TMAX,11.6,52.879999999999995,1864-08-16,1864
UK000047811,18640324,TMAX,11.6,52.879999999999995,1864-03-24,1864
BE000006447,18640430,TMAX,11.6,52.879999999999995,1864-04-30,1864
UK000056225,18640314,TMAX,11.6,52.879999999999995,1864-03-14,1864
GM000004204,18641001,TMAX,11.6,52.879999999999995,1864-10-01,1864
UK000056225,18641204,TMAX,11.6,52.879999999999995,1864-12-04,1864
BE000006447,18641117,TMAX,11.6,52.879999999999995,1864-11-17,1864
ASN00090015,18640818,TMAX,11.7,53.06,1864-08-18,1864
ASN00086071,18640807,TMAX,11.7,53.06,1864-08-07,1864
UK000047811,18641018,TMAX,11.7,53.06,1864-10-18,1864
EIE00101859,18641206,TMAX,11.7,53.06,1864-12-06,1864
EIE00101859,18640317,TMAX,11.7,53.06,1864-03-17,1864
EIE00101859,18641108,TMAX,11.7,53.06,1864-11-08,1864
EZE00100082,18640510,TMAX,11.7,53.06,1864-05-10,1864
EIE00101859,18641028,TMAX,11.7,53.06,1864-10-28,1864
UK000056225,18640211,TMAX,11.7,53.06,1864-02-11,1864
ASN00086071,18640620,TMAX,11.7,53.06,1864-06-20,1864
BE000006447,18640429,TMAX,11.7,53.06,1864-04-29,1864
CA006158350,18640510,TMAX,11.7,53.06,1864-05-10,1864
EZE00100082,18641001,TMAX,11.7,53.06,1864-10-01,1864
CA006158350,18641023,TMAX,11.7,53.06,1864-10-23,1864
BE000006447,18641118,TMAX,11.7,53.06,1864-11-18,1864
CA006158350,18640502,TMAX,11.7,53.06,1864-05-02,1864
ASN00086071,18640715,TMAX,11.7,53.06,1864-07-15,1864
EIE00101859,18641204,TMAX,11.7,53.06,1864-12-04,1864
EIE00101859,18640324,TMAX,11.7,53.06,1864-03-24,1864
ITE00100554,18640320,TMAX,11.7,53.06,1864-03-20,1864
UK000047811,18641030,TMAX,11.7,53.06,1864-10-30,1864
EIE00101859,18641208,TMAX,11.7,53.06,1864-12-08,1864
ASN00086071,18641005,TMAX,11.7,53.06,1864-10-05,1864
ASN00066062,18640610,TMAX,11.7,53.06,1864-06-10,1864
EIE00101859,18641109,TMAX,11.7,53.06,1864-11-09,1864
AGE00135039,18640301,TMAX,11.7,53.06,1864-03-01,1864
CA006158350,18641130,TMAX,11.7,53.06,1864-11-30,1864
EIE00101859,18641105,TMAX,11.7,53.06,1864-11-05,1864
AU000005901,18641010,TMAX,11.8,53.24,1864-10-10,1864
SZ000006717,18640730,TMAX,11.8,53.24,1864-07-30,1864
GME00125218,18640527,TMAX,11.8,53.24,1864-05-27,1864
GME00125218,18640510,TMAX,11.8,53.24,1864-05-10,1864
AU000005901,18640224,TMAX,11.8,53.24,1864-02-24,1864
ITE00100554,18641103,TMAX,11.8,53.24,1864-11-03,1864
GM000004204,18641013,TMAX,11.8,53.24,1864-10-13,1864
ITE00100550,18641120,TMAX,11.8,53.24,1864-11-20,1864
BE000006447,18640413,TMAX,11.8,53.24,1864-04-13,1864
GM000004204,18641017,TMAX,11.8,53.24,1864-10-17,1864
ITE00100554,18641024,TMAX,11.8,53.24,1864-10-24,1864
EZE00100082,18640429,TMAX,11.8,53.24,1864-04-29,1864
ITE00100550,18641007,TMAX,11.9,53.42,1864-10-07,1864
UK000056225,18641002,TMAX,11.9,53.42,1864-10-02,1864
GM000004204,18640530,TMAX,11.9,53.42,1864-05-30,1864
AU000005901,18640325,TMAX,11.9,53.42,1864-03-25,1864
EZE00100082,18640528,TMAX,11.9,53.42,1864-05-28,1864
UK000047811,18641012,TMAX,11.9,53.42,1864-10-12,1864
GME00125218,18640530,TMAX,11.9,53.42,1864-05-30,1864
AGE00135039,18641230,TMAX,12.0,53.6,1864-12-30,1864
AGE00135039,18640218,TMAX,12.0,53.6,1864-02-18,1864
GME00125218,18641017,TMAX,12.0,53.6,1864-10-17,1864
UK000047811,18640314,TMAX,12.0,53.6,1864-03-14,1864
AU000005901,18641012,TMAX,12.0,53.6,1864-10-12,1864
UK000047811,18640415,TMAX,12.0,53.6,1864-04-15,1864
ITE00100554,18641127,TMAX,12.0,53.6,1864-11-27,1864
AU000005901,18640305,TMAX,12.0,53.6,1864-03-05,1864
UK000047811,18640317,TMAX,12.0,53.6,1864-03-17,1864
AGE00135039,18640119,TMAX,12.0,53.6,1864-01-19,1864
AU000005901,18641009,TMAX,12.0,53.6,1864-10-09,1864
AGE00135039,18640209,TMAX,12.0,53.6,1864-02-09,1864
BE000006447,18640326,TMAX,12.0,53.6,1864-03-26,1864
GM000004204,18641010,TMAX,12.0,53.6,1864-10-10,1864
AGE00135039,18641206,TMAX,12.0,53.6,1864-12-06,1864
ASN00066062,18640901,TMAX,12.1,53.78,1864-09-01,1864
GM000004204,18640306,TMAX,12.1,53.78,1864-03-06,1864
EZE00100082,18640419,TMAX,12.1,53.78,1864-04-19,1864
UK000056225,18640121,TMAX,12.1,53.78,1864-01-21,1864
GME00125218,18640427,TMAX,12.1,53.78,1864-04-27,1864
SZ000006717,18640803,TMAX,12.1,53.78,1864-08-03,1864
ASN00086071,18640606,TMAX,12.1,53.78,1864-06-06,1864
UK000056225,18641009,TMAX,12.1,53.78,1864-10-09,1864
ASN00086071,18640719,TMAX,12.1,53.78,1864-07-19,1864
ITE00100550,18640315,TMAX,12.1,53.78,1864-03-15,1864
AU000005901,18641008,TMAX,12.1,53.78,1864-10-08,1864
UK000047811,18641205,TMAX,12.2,53.96,1864-12-05,1864
CA006158350,18640501,TMAX,12.2,53.96,1864-05-01,1864
UK000056225,18641116,TMAX,12.2,53.96,1864-11-16,1864
CA006158350,18640610,TMAX,12.2,53.96,1864-06-10,1864
UK000047811,18641203,TMAX,12.2,53.96,1864-12-03,1864
ASN00090015,18640731,TMAX,12.2,53.96,1864-07-31,1864
CA006158350,18641107,TMAX,12.2,53.96,1864-11-07,1864
AGE00135039,18640222,TMAX,12.2,53.96,1864-02-22,1864
BE000006447,18641008,TMAX,12.2,53.96,1864-10-08,1864
UK000056225,18641126,TMAX,12.2,53.96,1864-11-26,1864
EIE00101859,18641106,TMAX,12.2,53.96,1864-11-06,1864
ASN00090015,18640718,TMAX,12.2,53.96,1864-07-18,1864
ITE00100554,18640327,TMAX,12.2,53.96,1864-03-27,1864
ASN00086071,18640831,TMAX,12.2,53.96,1864-08-31,1864
EIE00101859,18641030,TMAX,12.2,53.96,1864-10-30,1864
