station,datetime,obs_type,obs_value,TMAX_F,datetime_dt,year
CA006158350,18661208,TMAX,10.6,51.08,1866-12-08,1866
CA006110549,18660522,TMAX,10.6,51.08,1866-05-22,1866
USC00288878,18660402,TMAX,10.6,51.08,1866-04-02,1866
EIE00101859,18660114,TMAX,10.6,51.08,1866-01-14,1866
CA006122845,18661207,TMAX,10.6,51.08,1866-12-07,1866
GM000004204,18660121,TMAX,10.6,51.08,1866-01-21,1866
CA006137735,18660406,TMAX,10.6,51.08,1866-04-06,1866
USC00288878,18661104,TMAX,10.6,51.08,1866-11-04,1866
EIE00101859,18660212,TMAX,10.6,51.08,1866-02-12,1866
CA006137735,18661025,TMAX,10.6,51.08,1866-10-25,1866
GM000004204,18660119,TMAX,10.6,51.08,1866-01-19,1866
CA006137735,18661027,TMAX,10.6,51.08,1866-10-27,1866
EIE00101859,18661228,TMAX,10.6,51.08,1866-12-28,1866
UK000047811,18661227,TMAX,10.6,51.08,1866-12-27,1866
CA006148100,18660302,TMAX,10.6,51.08,1866-03-02,1866
CA006137735,18661127,TMAX,10.6,51.08,1866-11-27,1866
CA006153192,18660426,TMAX,10.6,51.08,1866-04-26,1866
CA006158350,18660522,TMAX,10.6,51.08,1866-05-22,1866
UK000047811,18661211,TMAX,10.6,51.08,1866-12-11,1866
UK000056225,18660115,TMAX,10.6,51.08,1866-01-15,1866
EIE00101859,18660319,TMAX,10.6,51.08,1866-03-19,1866
CA006153192,18661127,TMAX,10.6,51.08,1866-11-27,1866
EZE00100082,18660403,TMAX,10.7,51.26,1866-04-03,1866
ITE00100554,18661113,TMAX,10.7,51.26,1866-11-13,1866
BE000006447,18660121,TMAX,10.7,51.26,1866-01-21,1866
ITE00100550,18660320,TMAX,10.7,51.26,1866-03-20,1866
ITE00100554,18660129,TMAX,10.7,51.26,1866-01-29,1866
UK000056225,18660330,TMAX,10.7,51.26,1866-03-30,1866
ASN00086071,18660716,TMAX,10.7,51.26,1866-07-16,1866
ASN00086071,18660719,TMAX,10.7,51.26,1866-07-19,1866
EZE00100082,18661018,TMAX,10.7,51.26,1866-10-18,1866
EZE00100082,18661208,TMAX,10.7,51.26,1866-12-08,1866
ITE00100550,18660317,TMAX,10.7,51.26,1866-03-17,1866
ITE00100550,18661127,TMAX,10.7,51.26,1866-11-27,1866
ITE00100550,18660323,TMAX,10.7,51.26,1866-03-23,1866
BE000006447,18661029,TMAX,10.8,51.44,1866-10-29,1866
GME00125218,18660330,TMAX,10.8,51.44,1866-03-30,1866
SZ000006717,18660702,TMAX,10.8,51.44,1866-07-02,1866
ITE00100554,18661028,TMAX,10.8,51.44,1866-10-28,1866
GME00125218,18660517,TMAX,10.8,51.44,1866-05-17,1866
BE000006447,18660319,TMAX,10.8,51.44,1866-03-19,1866
SZ000006717,18660607,TMAX,10.8,51.44,1866-06-07,1866
ITE00100550,18660318,TMAX,10.8,51.44,1866-03-18,1866
AU000005901,18660326,TMAX,10.8,51.44,1866-03-26,1866
AU000005901,18660405,TMAX,10.8,51.44,1866-04-05,1866
ITE00100554,18660304,TMAX,10.8,51.44,1866-03-04,1866
BE000006447,18661111,TMAX,10.8,51.44,1866-11-11,1866
ITE00100550,18660308,TMAX,10.8,51.44,1866-03-08,1866
EZE00100082,18660517,TMAX,10.9,51.620000000000005,1866-05-17,1866
ASN00086071,18660819,TMAX,10.9,51.620000000000005,1866-08-19,1866
GM000004204,18661206,TMAX,10.9,51.620000000000005,1866-12-06,1866
BE000006447,18660122,TMAX,10.9,51.620000000000005,1866-01-22,1866
SZ000006717,18660816,TMAX,10.9,51.620000000000005,1866-08-16,1866
ITE00100550,18660227,TMAX,10.9,51.620000000000005,1866-02-27,1866
ITE00100550,18660223,TMAX,11.0,51.8,1866-02-23,1866
EZE00100082,18661019,TMAX,11.0,51.8,1866-10-19,1866
BE000006447,18660402,TMAX,11.0,51.8,1866-04-02,1866
ITE00100550,18661224,TMAX,11.0,51.8,1866-12-24,1866
AU000005901,18660204,TMAX,11.0,51.8,1866-02-04,1866
ITE00100550,18661118,TMAX,11.0,51.8,1866-11-18,1866
EZE00100082,18660520,TMAX,11.0,51.8,1866-05-20,1866
BE000006447,18660205,TMAX,11.0,51.8,1866-02-05,1866
ITE00100554,18661112,TMAX,11.0,51.8,1866-11-12,1866
GME00125218,18660325,TMAX,11.0,51.8,1866-03-25,1866
ITE00100550,18661026,TMAX,11.0,51.8,1866-10-26,1866
ITE00100550,18661225,TMAX,11.0,51.8,1866-12-25,1866
GME00125218,18661205,TMAX,11.0,51.8,1866-12-05,1866
ITE00100550,18660405,TMAX,11.0,51.8,1866-04-05,1866
ITE00100550,18660305,TMAX,11.0,51.8,1866-03-05,1866
GME00125218,18660514,TMAX,11.0,51.8,1866-05-14,1866
GM000004204,18660203,TMAX,11.0,51.8,1866-02-03,1866
CA006110549,18661003,TMAX,11.1,51.980000000000004,1866-10-03,1866
CA006166416,18661003,TMAX,11.1,51.980000000000004,1866-10-03,1866
EIE00101859,18661222,TMAX,11.1,51.980000000000004,1866-12-22,1866
CA006137735,18660303,TMAX,11.1,51.980000000000004,1866-03-03,1866
EIE00101859,18660327,TMAX,11.1,51.980000000000004,1866-03-27,1866
GM000004204,18660404,TMAX,11.1,51.980000000000004,1866-04-04,1866
CA006166416,18660521,TMAX,11.1,51.980000000000004,1866-05-21,1866
EIE00101859,18660203,TMAX,11.1,51.980000000000004,1866-02-03,1866
ASN00086071,18660720,TMAX,11.1,51.980000000000004,1866-07-20,1866
CA006158350,18660517,TMAX,11.1,51.980000000000004,1866-05-17,1866
CA006166416,18660516,TMAX,11.1,51.980000000000004,1866-05-16,1866
CA006153192,18661004,TMAX,11.1,51.980000000000004,1866-10-04,1866
EIE00101859,18661125,TMAX,11.1,51.980000000000004,1866-11-25,1866
CA006158350,18660430,TMAX,11.1,51.980000000000004,1866-04-30,1866
CA006137735,18660522,TMAX,11.1,51.980000000000004,1866-05-22,1866
CA006106362,18660531,TMAX,11.1,51.980000000000004,1866-05-31,1866
EIE00101859,18661221,TMAX,11.1,51.980000000000004,1866-12-21,1866
EIE00101859,18661124,TMAX,11.1,51.980000000000004,1866-11-24,1866
CA006166416,18661128,TMAX,11.1,51.980000000000004,1866-11-28,1866
CA006106362,18660920,TMAX,11.1,51.980000000000004,1866-09-20,1866
CA006148100,18661128,TMAX,11.1,51.980000000000004,1866-11-28,1866
CA006153192,18660425,TMAX,11.1,51.980000000000004,1866-04-25,1866
USC00288878,18660424,TMAX,11.1,51.980000000000004,1866-04-24,1866
CA006110549,18661129,TMAX,11.1,51.980000000000004,1866-11-29,1866
CA006148100,18661005,TMAX,11.1,51.980000000000004,1866-10-05,1866
CA006106362,18661005,TMAX,11.1,51.980000000000004,1866-10-05,1866
CA006150689,18660427,TMAX,11.1,51.980000000000004,1866-04-27,1866
ITE00100550,18661214,TMAX,11.1,51.980000000000004,1866-12-14,1866
UK000056225,18660203,TMAX,11.1,51.980000000000004,1866-02-03,1866
CA006150689,18661208,TMAX,11.1,51.980000000000004,1866-12-08,1866
UK000056225,18660316,TMAX,11.1,51.980000000000004,1866-03-16,1866
CA006106362,18660411,TMAX,11.1,51.980000000000004,1866-04-11,1866
SZ000006717,18660827,TMAX,11.1,51.980000000000004,1866-08-27,1866
USC00288878,18661103,TMAX,11.1,51.980000000000004,1866-11-03,1866
UK000047811,18661105,TMAX,11.1,51.980000000000004,1866-11-05,1866
CA006153192,18660222,TMAX,11.1,51.980000000000004,1866-02-22,1866
CA006153192,18661106,TMAX,11.1,51.980000000000004,1866-11-06,1866
CA006110549,18660915,TMAX,11.1,51.980000000000004,1866-09-15,1866
CA006148100,18660411,TMAX,11.1,51.980000000000004,1866-04-11,1866
CA006158350,18660503,TMAX,11.1,51.980000000000004,1866-05-03,1866
EZE00100082,18661021,TMAX,11.1,51.980000000000004,1866-10-21,1866
ASN00086071,18660619,TMAX,11.1,51.980000000000004,1866-06-19,1866
UK000056225,18660112,TMAX,11.1,51.980000000000004,1866-01-12,1866
CA006139520,18661102,TMAX,11.1,51.980000000000004,1866-11-02,1866
UK000047811,18661101,TMAX,11.1,51.980000000000004,1866-11-01,1866
CA006166416,18661208,TMAX,11.1,51.980000000000004,1866-12-08,1866
CA006153192,18661101,TMAX,11.1,51.980000000000004,1866-11-01,1866
USC00288878,18661025,TMAX,11.1,51.980000000000004,1866-10-25,1866
UK000047811,18661025,TMAX,11.1,51.980000000000004,1866-10-25,1866
UK000056225,18661210,TMAX,11.1,51.980000000000004,1866-12-10,1866
CA006148100,18660505,TMAX,11.1,51.980000000000004,1866-05-05,1866
UK000056225,18660324,TMAX,11.1,51.980000000000004,1866-03-24,1866
EIE00101859,18660122,TMAX,11.1,51.980000000000004,1866-01-22,1866
UK000047811,18661028,TMAX,11.1,51.980000000000004,1866-10-28,1866
UK000047811,18660502,TMAX,11.1,51.980000000000004,1866-05-02,1866
CA006158350,18661029,TMAX,11.1,51.980000000000004,1866-10-29,1866
UK000047811,18660117,TMAX,11.1,51.980000000000004,1866-01-17,1866
CA006166416,18660504,TMAX,11.1,51.980000000000004,1866-05-04,1866
CA006148100,18661208,TMAX,11.1,51.980000000000004,1866-12-08,1866
BE000006447,18660318,TMAX,11.1,51.980000000000004,1866-03-18,1866
EIE00101859,18660318,TMAX,11.1,51.980000000000004,1866-03-18,1866
USC00288878,18661031,TMAX,11.1,51.980000000000004,1866-10-31,1866
EIE00101859,18660120,TMAX,11.1,51.980000000000004,1866-01-20,1866
CA006110549,18660410,TMAX,11.1,51.980000000000004,1866-04-10,1866
CA006110549,18660222,TMAX,11.1,51.980000000000004,1866-02-22,1866
EIE00101859,18660324,TMAX,11.1,51.980000000000004,1866-03-24,1866
UK000047811,18661014,TMAX,11.1,51.980000000000004,1866-10-14,1866
GM000004204,18660515,TMAX,11.1,51.980000000000004,1866-05-15,1866
UK000047811,18660130,TMAX,11.1,51.980000000000004,1866-01-30,1866
CA006110549,18660403,TMAX,11.1,51.980000000000004,1866-04-03,1866
USC00288878,18661118,TMAX,11.1,51.980000000000004,1866-11-18,1866
ASN00090015,18660729,TMAX,11.1,51.980000000000004,1866-07-29,1866
USC00288878,18661117,TMAX,11.1,51.980000000000004,1866-11-17,1866
USC00288878,18661116,TMAX,11.1,51.980000000000004,1866-11-16,1866
CA006158350,18660416,TMAX,11.1,51.980000000000004,1866-04-16,1866
USC00288878,18661114,TMAX,11.1,51.980000000000004,1866-11-14,1866
UK000047811,18660203,TMAX,11.1,51.980000000000004,1866-02-03,1866
CA006106362,18661010,TMAX,11.1,51.980000000000004,1866-10-10,1866
BE000006447,18661205,TMAX,11.1,51.980000000000004,1866-12-05,1866
BE000006447,18660330,TMAX,11.1,51.980000000000004,1866-03-30,1866
GM000004204,18661015,TMAX,11.1,51.980000000000004,1866-10-15,1866
CA006106362,18660914,TMAX,11.1,51.980000000000004,1866-09-14,1866
CA006153192,18661110,TMAX,11.1,51.980000000000004,1866-11-10,1866
CA006158350,18661109,TMAX,11.1,51.980000000000004,1866-11-09,1866
UK000047811,18661109,TMAX,11.1,51.980000000000004,1866-11-09,1866
UK000056225,18661015,TMAX,11.1,51.980000000000004,1866-10-15,1866
USC00288878,18661206,TMAX,11.1,51.980000000000004,1866-12-06,1866
EIE00101859,18661110,TMAX,11.1,51.980000000000004,1866-11-10,1866
EIE00101859,18660206,TMAX,11.1,51.980000000000004,1866-02-06,1866
USC00288878,18660314,TMAX,11.1,51.980000000000004,1866-03-14,1866
UK000056225,18660204,TMAX,11.2,52.16,1866-02-04,1866
SZ000006717,18660627,TMAX,11.2,52.16,1866-06-27,1866
UK000056225,18660409,TMAX,11.2,52.16,1866-04-09,1866
ASN00086071,18661005,TMAX,11.2,52.16,1866-10-05,1866
ITE00100550,18661109,TMAX,11.2,52.16,1866-11-09,1866
EZE00100082,18661105,TMAX,11.2,52.16,1866-11-05,1866
ASN00086071,18660730,TMAX,11.2,52.16,1866-07-30,1866
BE000006447,18660326,TMAX,11.2,52.16,1866-03-26,1866
ITE00100554,18660224,TMAX,11.2,52.16,1866-02-24,1866
UK000056225,18661117,TMAX,11.3,52.34,1866-11-17,1866
EZE00100082,18661020,TMAX,11.3,52.34,1866-10-20,1866
SZ000006717,18660818,TMAX,11.3,52.34,1866-08-18,1866
SZ000006717,18660628,TMAX,11.3,52.34,1866-06-28,1866
EZE00100082,18660404,TMAX,11.3,52.34,1866-04-04,1866
ITE00100550,18661116,TMAX,11.3,52.34,1866-11-16,1866
AU000005901,18660403,TMAX,11.3,52.34,1866-04-03,1866
GME00125218,18661018,TMAX,11.3,52.34,1866-10-18,1866
ITE00100550,18660406,TMAX,11.3,52.34,1866-04-06,1866
GM000004204,18661016,TMAX,11.3,52.34,1866-10-16,1866
GME00125218,18661102,TMAX,11.3,52.34,1866-11-02,1866
EZE00100082,18661104,TMAX,11.3,52.34,1866-11-04,1866
AU000005901,18660205,TMAX,11.3,52.34,1866-02-05,1866
GM000004204,18660325,TMAX,11.3,52.34,1866-03-25,1866
GM000004204,18660319,TMAX,11.3,52.34,1866-03-19,1866
ITE00100554,18661026,TMAX,11.4,52.519999999999996,1866-10-26,1866
ITE00100550,18660304,TMAX,11.4,52.519999999999996,1866-03-04,1866
SZ000006717,18660609,TMAX,11.4,52.519999999999996,1866-06-09,1866
ITE00100554,18660310,TMAX,11.4,52.519999999999996,1866-03-10,1866
SZ000006717,18660625,TMAX,11.4,52.519999999999996,1866-06-25,1866
GM000004204,18660524,TMAX,11.4,52.519999999999996,1866-05-24,1866
ASN00086071,18660722,TMAX,11.4,52.519999999999996,1866-07-22,1866
ITE00100554,18661025,TMAX,11.4,52.519999999999996,1866-10-25,1866
GME00125218,18661015,TMAX,11.4,52.519999999999996,1866-10-15,1866
ASN00086071,18660811,TMAX,11.4,52.519999999999996,1866-08-11,1866
BE000006447,18660324,TMAX,11.4,52.519999999999996,1866-03-24,1866
AU000005901,18660517,TMAX,11.4,52.519999999999996,1866-05-17,1866
BE000006447,18661013,TMAX,11.5,52.7,1866-10-13,1866
ITE00100550,18660316,TMAX,11.5,52.7,1866-03-16,1866
SZ000006717,18660608,TMAX,11.5,52.7,1866-06-08,1866
AU000005901,18661020,TMAX,11.5,52.7,1866-10-20,1866
EZE00100082,18661114,TMAX,11.5,52.7,1866-11-14,1866
BE000006447,18660504,TMAX,11.5,52.7,1866-05-04,1866
AU000005901,18661112,TMAX,11.5,52.7,1866-11-12,1866
BE000006447,18660512,TMAX,11.5,52.7,1866-05-12,1866
EZE00100082,18661016,TMAX,11.5,52.7,1866-10-16,1866
SZ000006717,18660507,TMAX,11.5,52.7,1866-05-07,1866
GME00125218,18660403,TMAX,11.5,52.7,1866-04-03,1866
ITE00100550,18660322,TMAX,11.5,52.7,1866-03-22,1866
AU000005901,18660211,TMAX,11.5,52.7,1866-02-11,1866
BE000006447,18660206,TMAX,11.6,52.879999999999995,1866-02-06,1866
EZE00100082,18661015,TMAX,11.6,52.879999999999995,1866-10-15,1866
ITE00100554,18660405,TMAX,11.6,52.879999999999995,1866-04-05,1866
UK000056225,18661026,TMAX,11.6,52.879999999999995,1866-10-26,1866
GM000004204,18660208,TMAX,11.6,52.879999999999995,1866-02-08,1866
ASN00066062,18660610,TMAX,11.6,52.879999999999995,1866-06-10,1866
EZE00100082,18660423,TMAX,11.6,52.879999999999995,1866-04-23,1866
GME00125218,18660521,TMAX,11.6,52.879999999999995,1866-05-21,1866
UK000056225,18660512,TMAX,11.6,52.879999999999995,1866-05-12,1866
ASN00086071,18660610,TMAX,11.6,52.879999999999995,1866-06-10,1866
ITE00100550,18660307,TMAX,11.6,52.879999999999995,1866-03-07,1866
EZE00100082,18660325,TMAX,11.6,52.879999999999995,1866-03-25,1866
CA006150689,18661115,TMAX,11.7,53.06,1866-11-15,1866
CA006106362,18660922,TMAX,11.7,53.06,1866-09-22,1866
CA006106362,18660918,TMAX,11.7,53.06,1866-09-18,1866
CA006158350,18661107,TMAX,11.7,53.06,1866-11-07,1866
CA006148100,18660516,TMAX,11.7,53.06,1866-05-16,1866
CA006153192,18661005,TMAX,11.7,53.06,1866-10-05,1866
UK000047811,18660324,TMAX,11.7,53.06,1866-03-24,1866
ASN00086071,18660708,TMAX,11.7,53.06,1866-07-08,1866
UK000047811,18660406,TMAX,11.7,53.06,1866-04-06,1866
EIE00101859,18660207,TMAX,11.7,53.06,1866-02-07,1866
EZE00100082,18660319,TMAX,11.7,53.06,1866-03-19,1866
EIE00101859,18660123,TMAX,11.7,53.06,1866-01-23,1866
UK000047811,18661114,TMAX,11.7,53.06,1866-11-14,1866
CA006166416,18660915,TMAX,11.7,53.06,1866-09-15,1866
EIE00101859,18661123,TMAX,11.7,53.06,1866-11-23,1866
UK000047811,18660116,TMAX,11.7,53.06,1866-01-16,1866
EZE00100082,18660524,TMAX,11.7,53.06,1866-05-24,1866
ASN00086071,18660614,TMAX,11.7,53.06,1866-06-14,1866
ITE00100554,18661111,TMAX,11.7,53.06,1866-11-11,1866
CA006150689,18661116,TMAX,11.7,53.06,1866-11-16,1866
EIE00101859,18661129,TMAX,11.7,53.06,1866-11-29,1866
EIE00101859,18660205,TMAX,11.7,53.06,1866-02-05,1866
USC00288878,18660401,TMAX,11.7,53.06,1866-04-01,1866
ASN00090015,18660722,TMAX,11.7,53.06,1866-07-22,1866
ITE00100554,18661107,TMAX,11.7,53.06,1866-11-07,1866
CA006153192,18661027,TMAX,11.7,53.06,1866-10-27,1866
USC00288878,18661027,TMAX,11.7,53.06,1866-10-27,1866
CA006137735,18660409,TMAX,11.7,53.06,1866-04-09,1866
BE000006447,18661016,TMAX,11.7,53.06,1866-10-16,1866
EIE00101859,18660202,TMAX,11.7,53.06,1866-02-02,1866
CA006153192,18660502,TMAX,11.7,53.06,1866-05-02,1866
BE000006447,18661015,TMAX,11.7,53.06,1866-10-15,1866
EIE00101859,18660413,TMAX,11.7,53.06,1866-04-13,1866
CA006137735,18661112,TMAX,11.7,53.06,1866-11-12,1866
CA006148100,18661109,TMAX,11.7,53.06,1866-11-09,1866
ASN00086071,18660709,TMAX,11.7,53.06,1866-07-09,1866
CA006106362,18660409,TMAX,11.7,53.06,1866-04-09,1866
CA006106362,18660410,TMAX,11.7,53.06,1866-04-10,1866
UK000056225,18660206,TMAX,11.7,53.06,1866-02-06,1866
EIE00101859,18660204,TMAX,11.7,53.06,1866-02-04,1866
UK000047811,18661015,TMAX,11.7,53.06,1866-10-15,1866
CA006150689,18661109,TMAX,11.7,53.06,1866-11-09,1866
USC00288878,18660302,TMAX,11.7,53.06,1866-03-02,1866
SZ000006717,18660611,TMAX,11.7,53.06,1866-06-11,1866
UK000047811,18661208,TMAX,11.7,53.06,1866-12-08,1866
EIE00101859,18660128,TMAX,11.7,53.06,1866-01-28,1866
ASN00086071,18660721,TMAX,11.7,53.06,1866-07-21,1866
EIE00101859,18661128,TMAX,11.7,53.06,1866-11-28,1866
EIE00101859,18660326,TMAX,11.7,53.06,1866-03-26,1866
USC00288878,18660211,TMAX,11.7,53.06,1866-02-11,1866
CA006148100,18661003,TMAX,11.7,53.06,1866-10-03,1866
CA006166416,18661107,TMAX,11.7,53.06,1866-11-07,1866
UK000056225,18661014,TMAX,11.7,53.06,1866-10-14,1866
CA006137735,18661113,TMAX,11.7,53.06,1866-11-13,1866
EIE00101859,18661126,TMAX,11.7,53.06,1866-11-26,1866
EIE00101859,18661130,TMAX,11.7,53.06,1866-11-30,1866
UK000047811,18661012,TMAX,11.7,53.06,1866-10-12,1866
CA006137735,18661102,TMAX,11.7,53.06,1866-11-02,1866
CA006148100,18660919,TMAX,11.7,53.06,1866-09-19,1866
UK000047811,18661009,TMAX,11.7,53.06,1866-10-09,1866
UK000056225,18660113,TMAX,11.7,53.06,1866-01-13,1866
CA006137735,18660920,TMAX,11.7,53.06,1866-09-20,1866
CA006158350,18660427,TMAX,11.7,53.06,1866-04-27,1866
EIE00101859,18661117,TMAX,11.7,53.06,1866-11-17,1866
BE000006447,18661104,TMAX,11.7,53.06,1866-11-04,1866
EIE00101859,18661223,TMAX,11.7,53.06,1866-12-23,1866
UK000056225,18661217,TMAX,11.7,53.06,1866-12-17,1866
CA006158350,18661023,TMAX,11.7,53.06,1866-10-23,1866
UK000047811,18661103,TMAX,11.7,53.06,1866-11-03,1866
UK000047811,18660310,TMAX,11.7,53.06,1866-03-10,1866
USC00288878,18661204,TMAX,11.7,53.06,1866-12-04,1866
EIE00101859,18660310,TMAX,11.7,53.06,1866-03-10,1866
EIE00101859,18660213,TMAX,11.7,53.06,1866-02-13,1866
CA006110549,18660409,TMAX,11.7,53.06,1866-04-09,1866
CA006150689,18661029,TMAX,11.7,53.06,1866-10-29,1866
USC00288878,18661102,TMAX,11.7,53.06,1866-11-02,1866
USC00288878,18660503,TMAX,11.7,53.06,1866-05-03,1866
UK000056225,18660323,TMAX,11.7,53.06,1866-03-23,1866
EIE00101859,18661119,TMAX,11.7,53.06,1866-11-19,1866
EIE00101859,18660321,TMAX,11.7,53.06,1866-03-21,1866
ASN00090015,18661010,TMAX,11.7,53.06,1866-10-10,1866
CA006158350,18660920,TMAX,11.7,53.06,1866-09-20,1866
EIE00101859,18660316,TMAX,11.7,53.06,1866-03-16,1866
ITE00100550,18660331,TMAX,11.7,53.06,1866-03-31,1866
UK000056225,18661216,TMAX,11.7,53.06,1866-12-16,1866
UK000047811,18660204,TMAX,11.7,53.06,1866-02-04,1866
CA006150689,18660920,TMAX,11.7,53.06,1866-09-20,1866
CA006153192,18660920,TMAX,11.7,53.06,1866-09-20,1866
USC00288878,18661006,TMAX,11.7,53.06,1866-10-06,1866
UK000047811,18661010,TMAX,11.7,53.06,1866-10-10,1866
ITE00100554,18661023,TMAX,11.8,53.24,1866-10-23,1866
AU000005901,18661031,TMAX,11.8,53.24,1866-10-31,1866
UK000056225,18661030,TMAX,11.8,53.24,1866-10-30,1866
GM000004204,18661018,TMAX,11.8,53.24,1866-10-18,1866
AU000005901,18660325,TMAX,11.8,53.24,1866-03-25,1866
ITE00100554,18660315,TMAX,11.8,53.24,1866-03-15,1866
ITE00100550,18660312,TMAX,11.8,53.24,1866-03-12,1866
GME00125218,18660505,TMAX,11.8,53.24,1866-05-05,1866
ASN00066062,18660719,TMAX,11.8,53.24,1866-07-19,1866
GM000004204,18661102,TMAX,11.8,53.24,1866-11-02,1866
BE000006447,18660403,TMAX,11.8,53.24,1866-04-03,1866
BE000006447,18660501,TMAX,11.8,53.24,1866-05-01,1866
GM000004204,18660217,TMAX,11.8,53.24,1866-02-17,1866
AU000005901,18660206,TMAX,11.8,53.24,1866-02-06,1866
ASN00086071,18660530,TMAX,11.8,53.24,1866-05-30,1866
ASN00086071,18660627,TMAX,11.8,53.24,1866-06-27,1866
GM000004204,18660401,TMAX,11.8,53.24,1866-04-01,1866
SZ000006717,18660906,TMAX,11.8,53.24,1866-09-06,1866
GME00125218,18660217,TMAX,11.8,53.24,1866-02-17,1866
ITE00100554,18661124,TMAX,11.8,53.24,1866-11-24,1866
AU000005901,18661213,TMAX,11.9,53.42,1866-12-13,1866
EZE00100082,18661108,TMAX,11.9,53.42,1866-11-08,1866
GME00125218,18660406,TMAX,11.9,53.42,1866-04-06,1866
ASN00086071,18660815,TMAX,11.9,53.42,1866-08-15,1866
SZ000006717,18660710,TMAX,11.9,53.42,1866-07-10,1866
UK000056225,18660120,TMAX,11.9,53.42,1866-01-20,1866
EZE00100082,18660514,TMAX,11.9,53.42,1866-05-14,1866
EZE00100082,18661207,TMAX,11.9,53.42,1866-12-07,1866
AU000005901,18660307,TMAX,11.9,53.42,1866-03-07,1866
UK000056225,18661208,TMAX,11.9,53.42,1866-12-08,1866
ITE00100554,18660409,TMAX,12.0,53.6,1866-04-09,1866
GME00125218,18660523,TMAX,12.0,53.6,1866-05-23,1866
GME00125218,18660421,TMAX,12.0,53.6,1866-04-21,1866
BE000006447,18660404,TMAX,12.0,53.6,1866-04-04,1866
AGE00135039,18660113,TMAX,12.0,53.6,1866-01-13,1866
GME00125218,18660206,TMAX,12.0,53.6,1866-02-06,1866
ITE00100550,18660525,TMAX,12.0,53.6,1866-05-25,1866
BE000006447,18660331,TMAX,12.0,53.6,1866-03-31,1866
AU000005901,18660516,TMAX,12.0,53.6,1866-05-16,1866
ITE00100550,18661025,TMAX,12.0,53.6,1866-10-25,1866
AGE00135039,18660104,TMAX,12.0,53.6,1866-01-04,1866
UK000056225,18660514,TMAX,12.0,53.6,1866-05-14,1866
AGE00135039,18660311,TMAX,12.0,53.6,1866-03-11,1866
AU000005901,18660526,TMAX,12.0,53.6,1866-05-26,1866
ITE00100550,18661029,TMAX,12.0,53.6,1866-10-29,1866
ITE00100550,18660321,TMAX,12.0,53.6,1866-03-21,1866
ITE00100554,18660307,TMAX,12.0,53.6,1866-03-07,1866
GM000004204,18660517,TMAX,12.1,53.78,1866-05-17,1866
BE000006447,18661017,TMAX,12.1,53.78,1866-10-17,1866
BE000006447,18660317,TMAX,12.1,53.78,1866-03-17,1866
SZ000006717,18660612,TMAX,12.1,53.78,1866-06-12,1866
GM000004204,18660206,TMAX,12.1,53.78,1866-02-06,1866
GM000004204,18661019,TMAX,12.1,53.78,1866-10-19,1866
ASN00066062,18660723,TMAX,12.1,53.78,1866-07-23,1866
SZ000006717,18660724,TMAX,12.1,53.78,1866-07-24,1866
AU000005901,18661103,TMAX,12.1,53.78,1866-11-03,1866
UK000056225,18661013,TMAX,12.1,53.78,1866-10-13,1866
AU000005901,18661104,TMAX,12.1,53.78,1866-11-04,1866
ASN00090015,18660728,TMAX,12.2,53.96,1866-07-28,1866
UK000047811,18661115,TMAX,12.2,53.96,1866-11-15,1866
ASN00086071,18660715,TMAX,12.2,53.96,1866-07-15,1866
SZ000006717,18660428,TMAX,12.2,53.96,1866-04-28,1866
UK000056225,18661211,TMAX,12.2,53.96,1866-12-11,1866
EIE00101859,18660124,TMAX,12.2,53.96,1866-01-24,1866
CA006150689,18661101,TMAX,12.2,53.96,1866-11-01,1866
EIE00101859,18660328,TMAX,12.2,53.96,1866-03-28,1866
EIE00101859,18660208,TMAX,12.2,53.96,1866-02-08,1866
CA006148100,18660529,TMAX,12.2,53.96,1866-05-29,1866
UK000056225,18661028,TMAX,12.2,53.96,1866-10-28,1866
CA006150689,18660516,TMAX,12.2,53.96,1866-05-16,1866
EIE00101859,18661116,TMAX,12.2,53.96,1866-11-16,1866
EIE00101859,18661122,TMAX,12.2,53.96,1866-11-22,1866
USC00288878,18660417,TMAX,12.2,53.96,1866-04-17,1866
USC00288878,18661028,TMAX,12.2,53.96,1866-10-28,1866
EIE00101859,18660130,TMAX,12.2,53.96,1866-01-30,1866
CA006148100,18660915,TMAX,12.2,53.96,1866-09-15,1866
EIE00101859,18660210,TMAX,12.2,53.96,1866-02-10,1866
UK000056225,18661027,TMAX,12.2,53.96,1866-10-27,1866
ASN00090015,18660917,TMAX,12.2,53.96,1866-09-17,1866
EIE00101859,18661121,TMAX,12.2,53.96,1866-11-21,1866
EIE00101859,18661113,TMAX,12.2,53.96,1866-11-13,1866
USC00288878,18660501,TMAX,12.2,53.96,1866-05-01,1866
EIE00101859,18661118,TMAX,12.2,53.96,1866-11-18,1866
ASN00086071,18660917,TMAX,12.2,53.96,1866-09-17,1866
USC00288878,18660312,TMAX,12.2,53.96,1866-03-12,1866
UK000047811,18660531,TMAX,12.2,53.96,1866-05-31,1866
CA006153192,18660517,TMAX,12.2,53.96,1866-05-17,1866
USC00288878,18661004,TMAX,12.2,53.96,1866-10-04,1866
UK000047811,18660113,TMAX,12.2,53.96,1866-01-13,1866
CA006137735,18661004,TMAX,12.2,53.96,1866-10-04,1866
CA006150689,18661030,TMAX,12.2,53.96,1866-10-30,1866
